filename,width,height,class,xmin,ymin,xmax,ymax
Data\images/6dd2ae94e475427b9ecd1395826dc302.png,416,416,ANOM,225,353,244,366
Data\images/6dd2ae94e475427b9ecd1395826dc302.png,416,416,ANOM,328,351,338,361
Data\images/6dd2ae94e475427b9ecd1395826dc302.png,416,416,ANOM,77,352,86,361
Data\images/6ea49973ce8d4973a7ba984d93649062.png,416,416,ANOM,82,271,104,294
Data\images/6ea49973ce8d4973a7ba984d93649062.png,416,416,ANOM,312,220,347,253
Data\images/6ea49973ce8d4973a7ba984d93649062.png,416,416,ANOM,166,150,190,172
Data\images/6ea49973ce8d4973a7ba984d93649062.png,416,416,ANOM,135,109,157,129
Data\images/6ea49973ce8d4973a7ba984d93649062.png,416,416,ANOM,71,376,90,398
Data\images/6ea49973ce8d4973a7ba984d93649062.png,416,416,ANOM,304,364,325,387
Data\images/6ea49973ce8d4973a7ba984d93649062.png,416,416,ANOM,111,63,134,85
Data\images/6ea49973ce8d4973a7ba984d93649062.png,416,416,ANOM,226,389,248,410
Data\images/6ea49973ce8d4973a7ba984d93649062.png,416,416,ANOM,202,173,226,197
Data\images/6ea49973ce8d4973a7ba984d93649062.png,416,416,ANOM,101,346,126,376
Data\images/6ea49973ce8d4973a7ba984d93649062.png,416,416,ANOM,247,129,266,150
Data\images/6ea49973ce8d4973a7ba984d93649062.png,416,416,ANOM,124,377,155,408
Data\images/6ea49973ce8d4973a7ba984d93649062.png,416,416,OTHPAR,88,224,104,241
Data\images/6ea49973ce8d4973a7ba984d93649062.png,416,416,ANOM,269,307,296,336
Data\images/6ea49973ce8d4973a7ba984d93649062.png,416,416,OTHPAR,263,194,293,227
Data\images/6ea49973ce8d4973a7ba984d93649062.png,416,416,ANOM,183,39,219,75
Data\images/6ea49973ce8d4973a7ba984d93649062.png,416,416,OTHPAR,22,103,49,136
Data\images/6ea49973ce8d4973a7ba984d93649062.png,416,416,ANOM,220,338,253,373
Data\images/6ea49973ce8d4973a7ba984d93649062.png,416,416,ANOM,358,365,388,393
Data\images/6ea49973ce8d4973a7ba984d93649062.png,416,416,ANOM,219,99,241,121
Data\images/6ea49973ce8d4973a7ba984d93649062.png,416,416,ANOM,353,170,365,182
Data\images/6ea49973ce8d4973a7ba984d93649062.png,416,416,ANOM,79,183,96,200
Data\images/6ea49973ce8d4973a7ba984d93649062.png,416,416,ANOM,314,395,340,416
Data\images/6ea49973ce8d4973a7ba984d93649062.png,416,416,ANOM,127,342,216,388
Data\images/6f4c92ecaf174620bd4b61c9245b7726.png,416,416,ANOM,168,323,190,344
Data\images/6f4c92ecaf174620bd4b61c9245b7726.png,416,416,OTHPAR,331,316,377,355
Data\images/6f4c92ecaf174620bd4b61c9245b7726.png,416,416,ANOM,357,229,376,251
Data\images/6f4c92ecaf174620bd4b61c9245b7726.png,416,416,MOL,87,8,114,36
Data\images/6f4c92ecaf174620bd4b61c9245b7726.png,416,416,ANOM,49,49,69,61
Data\images/6fcac3342fa5487da7cf5cb1c767c8d8.png,416,416,OTHPAR,352,65,371,83
Data\images/6fcac3342fa5487da7cf5cb1c767c8d8.png,416,416,OTHPAR,329,222,352,239
Data\images/6fcac3342fa5487da7cf5cb1c767c8d8.png,416,416,OTHPAR,197,315,215,340
Data\images/6fcac3342fa5487da7cf5cb1c767c8d8.png,416,416,OTHPAR,103,205,123,221
Data\images/6fcac3342fa5487da7cf5cb1c767c8d8.png,416,416,OTHPAR,28,276,69,315
Data\images/6fcac3342fa5487da7cf5cb1c767c8d8.png,416,416,OTHPAR,5,106,43,146
Data\images/6ff7b87c92974275be714d8b273cc53c.png,416,416,OTHPAR,194,153,238,196
Data\images/6ff7b87c92974275be714d8b273cc53c.png,416,416,ANOM,121,13,174,62
Data\images/6ff7b87c92974275be714d8b273cc53c.png,416,416,OTHPAR,264,216,277,230
Data\images/6ff7b87c92974275be714d8b273cc53c.png,416,416,ANOM,366,379,381,394
Data\images/6ff7b87c92974275be714d8b273cc53c.png,416,416,MOL,300,294,322,317
Data\images/6ff7b87c92974275be714d8b273cc53c.png,416,416,ANOM,242,229,257,244
Data\images/6ff7b87c92974275be714d8b273cc53c.png,416,416,OTHPAR,151,126,165,141
Data\images/6ff7b87c92974275be714d8b273cc53c.png,416,416,ANOM,290,251,300,267
Data\images/6ff7b87c92974275be714d8b273cc53c.png,416,416,ANOM,359,197,376,213
Data\images/6ff7b87c92974275be714d8b273cc53c.png,416,416,OTHPAR,183,63,203,80
Data\images/6ff7b87c92974275be714d8b273cc53c.png,416,416,MOL,162,287,179,304
Data\images/6ff7b87c92974275be714d8b273cc53c.png,416,416,ANOM,69,15,106,45
Data\images/6ff7b87c92974275be714d8b273cc53c.png,416,416,ANOM,180,122,188,130
Data\images/70701c1964724dc29565442a74e5188d.png,416,416,ANOM,7,18,26,40
Data\images/70701c1964724dc29565442a74e5188d.png,416,416,ANOM,270,13,299,31
Data\images/70701c1964724dc29565442a74e5188d.png,416,416,OTHPAR,39,235,56,253
Data\images/70701c1964724dc29565442a74e5188d.png,416,416,OTHPAR,39,166,91,222
Data\images/70701c1964724dc29565442a74e5188d.png,416,416,OTHPAR,334,311,358,332
Data\images/70701c1964724dc29565442a74e5188d.png,416,416,ANOM,368,232,391,253
Data\images/70701c1964724dc29565442a74e5188d.png,416,416,ANOM,389,263,410,274
Data\images/70701c1964724dc29565442a74e5188d.png,416,416,ANOM,16,381,29,392
Data\images/70701c1964724dc29565442a74e5188d.png,416,416,ANOM,225,212,235,222
Data\images/708d79e732d944bdb6559f6d7f86df9d.png,416,416,OTHPAR,375,75,395,92
Data\images/708d79e732d944bdb6559f6d7f86df9d.png,416,416,OTHPAR,65,361,96,386
Data\images/708d79e732d944bdb6559f6d7f86df9d.png,416,416,OTHPAR,88,390,100,406
Data\images/708d79e732d944bdb6559f6d7f86df9d.png,416,416,MOL,119,66,133,82
Data\images/708d79e732d944bdb6559f6d7f86df9d.png,416,416,OTHPAR,157,117,200,156
Data\images/708d79e732d944bdb6559f6d7f86df9d.png,416,416,ANOM,324,381,358,405
Data\images/708d79e732d944bdb6559f6d7f86df9d.png,416,416,ANOM,339,173,364,195
Data\images/708d79e732d944bdb6559f6d7f86df9d.png,416,416,ANOM,189,14,204,31
Data\images/708d79e732d944bdb6559f6d7f86df9d.png,416,416,ANOM,33,17,42,27
Data\images/708d79e732d944bdb6559f6d7f86df9d.png,416,416,ANOM,298,394,307,414
Data\images/70d5378c457743e693efb58415dbf125.png,416,416,OTHPAR,94,88,108,104
Data\images/70d5378c457743e693efb58415dbf125.png,416,416,MOL,209,304,224,320
Data\images/70d5378c457743e693efb58415dbf125.png,416,416,OTHPAR,129,103,158,132
Data\images/70d5378c457743e693efb58415dbf125.png,416,416,ANOM,266,362,274,372
Data\images/70d5378c457743e693efb58415dbf125.png,416,416,ANOM,398,362,407,372
Data\images/70d5378c457743e693efb58415dbf125.png,416,416,ANOM,104,393,113,403
Data\images/70f3aeea48dd4e8cad993235f108ba0d.png,416,416,ANOM,263,172,288,197
Data\images/70f3aeea48dd4e8cad993235f108ba0d.png,416,416,ANOM,247,196,256,277
Data\images/70f3aeea48dd4e8cad993235f108ba0d.png,416,416,ANOM,116,43,136,62
Data\images/70f3aeea48dd4e8cad993235f108ba0d.png,416,416,ANOM,247,83,256,179
Data\images/70f3aeea48dd4e8cad993235f108ba0d.png,416,416,ANOM,345,231,368,260
Data\images/70f3aeea48dd4e8cad993235f108ba0d.png,416,416,MOL,12,150,32,170
Data\images/70f3aeea48dd4e8cad993235f108ba0d.png,416,416,ANOM,173,303,195,327
Data\images/70f3aeea48dd4e8cad993235f108ba0d.png,416,416,OTHPAR,271,39,293,62
Data\images/70f3aeea48dd4e8cad993235f108ba0d.png,416,416,ANOM,32,330,52,352
Data\images/70f3aeea48dd4e8cad993235f108ba0d.png,416,416,OTHPAR,144,275,157,289
Data\images/70f3aeea48dd4e8cad993235f108ba0d.png,416,416,ANOM,205,374,229,399
Data\images/70f3aeea48dd4e8cad993235f108ba0d.png,416,416,ANOM,243,327,267,351
Data\images/70f3aeea48dd4e8cad993235f108ba0d.png,416,416,ANOM,299,137,312,154
Data\images/70f3aeea48dd4e8cad993235f108ba0d.png,416,416,ANOM,374,86,395,99
Data\images/70f3aeea48dd4e8cad993235f108ba0d.png,416,416,ANOM,245,23,255,74
Data\images/70f3aeea48dd4e8cad993235f108ba0d.png,416,416,ANOM,93,85,106,103
Data\images/70f3aeea48dd4e8cad993235f108ba0d.png,416,416,ANOM,44,386,53,400
Data\images/70f3aeea48dd4e8cad993235f108ba0d.png,416,416,ANOM,248,281,258,316
Data\images/70f3aeea48dd4e8cad993235f108ba0d.png,416,416,ANOM,347,303,371,322
Data\images/70fd074dbd204470b4930537e9e78b1b.png,416,416,ANOM,138,183,168,215
Data\images/70fd074dbd204470b4930537e9e78b1b.png,416,416,POL,333,164,399,228
Data\images/70fd074dbd204470b4930537e9e78b1b.png,416,416,POL,169,284,257,371
Data\images/70fd074dbd204470b4930537e9e78b1b.png,416,416,POL,317,226,392,303
Data\images/715b5cc01d5f4d10923af9c6bafdfd53.png,416,416,OTHPAR,15,171,42,200
Data\images/715b5cc01d5f4d10923af9c6bafdfd53.png,416,416,ANOM,252,186,268,207
Data\images/715b5cc01d5f4d10923af9c6bafdfd53.png,416,416,MOL,239,102,260,125
Data\images/715b5cc01d5f4d10923af9c6bafdfd53.png,416,416,OTHPAR,359,77,385,106
Data\images/715b5cc01d5f4d10923af9c6bafdfd53.png,416,416,OTHPAR,11,329,36,348
Data\images/715b5cc01d5f4d10923af9c6bafdfd53.png,416,416,MOL,72,276,99,300
Data\images/715b5cc01d5f4d10923af9c6bafdfd53.png,416,416,ANOM,206,49,222,66
Data\images/715b5cc01d5f4d10923af9c6bafdfd53.png,416,416,ANOM,367,11,393,36
Data\images/715b5cc01d5f4d10923af9c6bafdfd53.png,416,416,ANOM,210,72,226,82
Data\images/715b5cc01d5f4d10923af9c6bafdfd53.png,416,416,ANOM,95,91,105,102
Data\images/715b5cc01d5f4d10923af9c6bafdfd53.png,416,416,ANOM,342,291,359,313
Data\images/71f6bebf094c4fa780d439bd77fd7d32.png,416,416,ANOM,88,275,117,305
Data\images/71f6bebf094c4fa780d439bd77fd7d32.png,416,416,POL,319,218,378,282
Data\images/71f6bebf094c4fa780d439bd77fd7d32.png,416,416,POL,189,141,255,209
Data\images/71f6bebf094c4fa780d439bd77fd7d32.png,416,416,POL,270,232,326,292
Data\images/71f6bebf094c4fa780d439bd77fd7d32.png,416,416,POL,127,43,195,121
Data\images/71f6bebf094c4fa780d439bd77fd7d32.png,416,416,ANOM,358,313,385,342
Data\images/71f6bebf094c4fa780d439bd77fd7d32.png,416,416,ANOM,254,331,277,353
Data\images/7291c5e4a4a34e38a34122a61851b673.png,416,416,ANOM,52,105,75,127
Data\images/7291c5e4a4a34e38a34122a61851b673.png,416,416,ANOM,239,370,274,403
Data\images/7291c5e4a4a34e38a34122a61851b673.png,416,416,OTHPAR,17,362,34,378
Data\images/7291c5e4a4a34e38a34122a61851b673.png,416,416,ANOM,132,124,157,154
Data\images/7291c5e4a4a34e38a34122a61851b673.png,416,416,ANOM,362,86,384,111
Data\images/7291c5e4a4a34e38a34122a61851b673.png,416,416,MOL,342,82,363,104
Data\images/7291c5e4a4a34e38a34122a61851b673.png,416,416,ANOM,384,60,407,82
Data\images/7291c5e4a4a34e38a34122a61851b673.png,416,416,ANOM,330,327,360,357
Data\images/7291c5e4a4a34e38a34122a61851b673.png,416,416,ANOM,249,7,271,30
Data\images/7291c5e4a4a34e38a34122a61851b673.png,416,416,ANOM,191,327,217,353
Data\images/7291c5e4a4a34e38a34122a61851b673.png,416,416,ANOM,45,163,62,181
Data\images/7291c5e4a4a34e38a34122a61851b673.png,416,416,OTHPAR,227,260,246,275
Data\images/7291c5e4a4a34e38a34122a61851b673.png,416,416,ANOM,225,289,249,314
Data\images/7291c5e4a4a34e38a34122a61851b673.png,416,416,ANOM,134,298,170,332
Data\images/7291c5e4a4a34e38a34122a61851b673.png,416,416,OTHPAR,12,228,33,245
Data\images/7291c5e4a4a34e38a34122a61851b673.png,416,416,ANOM,126,159,178,210
Data\images/7291c5e4a4a34e38a34122a61851b673.png,416,416,ANOM,123,65,143,88
Data\images/7291c5e4a4a34e38a34122a61851b673.png,416,416,OTHPAR,186,109,244,193
Data\images/7291c5e4a4a34e38a34122a61851b673.png,416,416,ANOM,124,226,146,247
Data\images/7291c5e4a4a34e38a34122a61851b673.png,416,416,ANOM,350,257,370,275
Data\images/7291c5e4a4a34e38a34122a61851b673.png,416,416,ANOM,27,127,49,149
Data\images/7291c5e4a4a34e38a34122a61851b673.png,416,416,ANOM,108,347,137,377
Data\images/7291c5e4a4a34e38a34122a61851b673.png,416,416,ANOM,308,80,335,106
Data\images/7291c5e4a4a34e38a34122a61851b673.png,416,416,ANOM,311,44,332,66
Data\images/7291c5e4a4a34e38a34122a61851b673.png,416,416,ANOM,120,94,133,106
Data\images/7291c5e4a4a34e38a34122a61851b673.png,416,416,ANOM,184,260,199,279
Data\images/7291c5e4a4a34e38a34122a61851b673.png,416,416,ANOM,310,258,334,277
Data\images/7291c5e4a4a34e38a34122a61851b673.png,416,416,ANOM,194,38,215,60
Data\images/7291c5e4a4a34e38a34122a61851b673.png,416,416,ANOM,172,44,187,62
Data\images/7291c5e4a4a34e38a34122a61851b673.png,416,416,ANOM,180,165,190,178
Data\images/72b1eed720d24671bff699fa340001f6.png,416,416,OTHPAR,271,206,291,225
Data\images/72b1eed720d24671bff699fa340001f6.png,416,416,ANOM,262,99,290,121
Data\images/72b1eed720d24671bff699fa340001f6.png,416,416,ANOM,26,28,74,59
Data\images/72b1eed720d24671bff699fa340001f6.png,416,416,ANOM,47,226,75,260
Data\images/72b1eed720d24671bff699fa340001f6.png,416,416,OTHPAR,8,196,44,239
Data\images/72b1eed720d24671bff699fa340001f6.png,416,416,OTHPAR,330,182,367,213
Data\images/72b1eed720d24671bff699fa340001f6.png,416,416,ANOM,258,297,294,334
Data\images/72b1eed720d24671bff699fa340001f6.png,416,416,OTHPAR,22,136,39,155
Data\images/72b1eed720d24671bff699fa340001f6.png,416,416,ANOM,309,187,321,200
Data\images/72b1eed720d24671bff699fa340001f6.png,416,416,ANOM,147,46,156,55
Data\images/72b1eed720d24671bff699fa340001f6.png,416,416,ANOM,95,114,106,127
Data\images/72ffccf897d74ca397ff634e70f8ed07.png,416,416,OTHPAR,128,69,145,85
Data\images/72ffccf897d74ca397ff634e70f8ed07.png,416,416,ANOM,202,375,235,394
Data\images/72ffccf897d74ca397ff634e70f8ed07.png,416,416,OTHPAR,136,103,154,124
Data\images/72ffccf897d74ca397ff634e70f8ed07.png,416,416,OTHPAR,352,143,408,200
Data\images/72ffccf897d74ca397ff634e70f8ed07.png,416,416,ANOM,283,194,299,214
Data\images/72ffccf897d74ca397ff634e70f8ed07.png,416,416,ANOM,258,156,278,174
Data\images/72ffccf897d74ca397ff634e70f8ed07.png,416,416,ANOM,103,154,110,163
Data\images/72ffccf897d74ca397ff634e70f8ed07.png,416,416,ANOM,39,62,49,72
Data\images/732168f4ff8a4d0b874f6a9a897f7b9a.png,416,416,ANOM,322,36,355,70
Data\images/732168f4ff8a4d0b874f6a9a897f7b9a.png,416,416,POL,153,248,222,315
Data\images/74420e14f19049a0ae6078767ff73cf2.png,416,416,ANOM,39,317,52,415
Data\images/74420e14f19049a0ae6078767ff73cf2.png,416,416,OTHPAR,51,303,71,322
Data\images/74420e14f19049a0ae6078767ff73cf2.png,416,416,ANOM,153,187,169,209
Data\images/74420e14f19049a0ae6078767ff73cf2.png,416,416,OTHPAR,140,268,156,287
Data\images/74420e14f19049a0ae6078767ff73cf2.png,416,416,ANOM,22,262,35,279
Data\images/74420e14f19049a0ae6078767ff73cf2.png,416,416,ANOM,35,1,49,314
Data\images/74420e14f19049a0ae6078767ff73cf2.png,416,416,POL,230,267,282,349
Data\images/74420e14f19049a0ae6078767ff73cf2.png,416,416,OTHPAR,224,235,239,251
Data\images/74420e14f19049a0ae6078767ff73cf2.png,416,416,ANOM,121,126,144,152
Data\images/74420e14f19049a0ae6078767ff73cf2.png,416,416,ANOM,82,90,98,123
Data\images/74420e14f19049a0ae6078767ff73cf2.png,416,416,ANOM,352,248,375,270
Data\images/74420e14f19049a0ae6078767ff73cf2.png,416,416,ANOM,206,192,216,213
Data\images/74420e14f19049a0ae6078767ff73cf2.png,416,416,ANOM,115,43,123,117
Data\images/74420e14f19049a0ae6078767ff73cf2.png,416,416,ANOM,55,58,65,78
Data\images/74420e14f19049a0ae6078767ff73cf2.png,416,416,ANOM,94,291,131,313
Data\images/74420e14f19049a0ae6078767ff73cf2.png,416,416,ANOM,118,339,128,355
Data\images/74420e14f19049a0ae6078767ff73cf2.png,416,416,ANOM,136,371,145,413
Data\images/74420e14f19049a0ae6078767ff73cf2.png,416,416,ANOM,138,204,150,221
Data\images/74420e14f19049a0ae6078767ff73cf2.png,416,416,ANOM,120,208,132,222
Data\images/74420e14f19049a0ae6078767ff73cf2.png,416,416,ANOM,129,167,136,196
Data\images/74420e14f19049a0ae6078767ff73cf2.png,416,416,ANOM,238,64,246,73
Data\images/74420e14f19049a0ae6078767ff73cf2.png,416,416,ANOM,294,34,301,48
Data\images/74420e14f19049a0ae6078767ff73cf2.png,416,416,ANOM,117,235,127,278
Data\images/74633ec21afb45fc9df5ae050bafd591.png,416,416,ANOM,204,266,229,283
Data\images/74633ec21afb45fc9df5ae050bafd591.png,416,416,ANOM,235,54,264,84
Data\images/74633ec21afb45fc9df5ae050bafd591.png,416,416,POL,0,333,72,399
Data\images/74633ec21afb45fc9df5ae050bafd591.png,416,416,ANOM,117,231,148,247
Data\images/74633ec21afb45fc9df5ae050bafd591.png,416,416,ANOM,61,54,91,80
Data\images/74633ec21afb45fc9df5ae050bafd591.png,416,416,POL,100,294,179,376
Data\images/74633ec21afb45fc9df5ae050bafd591.png,416,416,ANOM,237,314,262,332
Data\images/746cfaf5ee8943ec9efd520032252859.png,416,416,MOL,300,38,323,58
Data\images/746cfaf5ee8943ec9efd520032252859.png,416,416,ANOM,260,109,274,125
Data\images/746cfaf5ee8943ec9efd520032252859.png,416,416,OTHPAR,248,119,326,195
Data\images/746cfaf5ee8943ec9efd520032252859.png,416,416,OTHPAR,335,317,364,336
Data\images/746cfaf5ee8943ec9efd520032252859.png,416,416,OTHPAR,289,321,304,335
Data\images/746cfaf5ee8943ec9efd520032252859.png,416,416,MOL,179,14,196,33
Data\images/746cfaf5ee8943ec9efd520032252859.png,416,416,ANOM,194,148,202,157
Data\images/746cfaf5ee8943ec9efd520032252859.png,416,416,ANOM,64,167,72,176
Data\images/746cfaf5ee8943ec9efd520032252859.png,416,416,ANOM,192,33,199,43
Data\images/74cca4a9fee644d9b4dac111c475874d.png,416,416,ANOM,211,372,241,404
Data\images/74cca4a9fee644d9b4dac111c475874d.png,416,416,ANOM,104,69,136,105
Data\images/74cca4a9fee644d9b4dac111c475874d.png,416,416,POL,291,301,352,367
Data\images/74cca4a9fee644d9b4dac111c475874d.png,416,416,POL,81,239,130,286
Data\images/74cca4a9fee644d9b4dac111c475874d.png,416,416,POL,336,280,404,355
Data\images/74cca4a9fee644d9b4dac111c475874d.png,416,416,POL,233,54,306,120
Data\images/74cca4a9fee644d9b4dac111c475874d.png,416,416,POL,107,135,189,195
Data\images/74cca4a9fee644d9b4dac111c475874d.png,416,416,ANOM,42,357,54,389
Data\images/74cca4a9fee644d9b4dac111c475874d.png,416,416,ANOM,7,391,17,400
Data\images/75f5eb769abf4c53946263169042f6d0.png,416,416,ANOM,293,25,336,70
Data\images/75f5eb769abf4c53946263169042f6d0.png,416,416,ANOM,348,96,386,128
Data\images/75f5eb769abf4c53946263169042f6d0.png,416,416,ANOM,172,169,211,204
Data\images/75f5eb769abf4c53946263169042f6d0.png,416,416,ANOM,169,320,191,358
Data\images/75f5eb769abf4c53946263169042f6d0.png,416,416,OTHPAR,29,308,55,334
Data\images/75f5eb769abf4c53946263169042f6d0.png,416,416,ANOM,284,79,300,245
Data\images/75f5eb769abf4c53946263169042f6d0.png,416,416,MOL,153,111,176,138
Data\images/75f5eb769abf4c53946263169042f6d0.png,416,416,MOL,56,218,79,235
Data\images/75f5eb769abf4c53946263169042f6d0.png,416,416,MOL,120,111,145,133
Data\images/75f5eb769abf4c53946263169042f6d0.png,416,416,MOL,132,77,160,110
Data\images/75f5eb769abf4c53946263169042f6d0.png,416,416,MOL,148,270,170,290
Data\images/75f5eb769abf4c53946263169042f6d0.png,416,416,MOL,201,339,232,374
Data\images/75f5eb769abf4c53946263169042f6d0.png,416,416,ANOM,61,313,87,343
Data\images/75f5eb769abf4c53946263169042f6d0.png,416,416,OTHPAR,35,333,48,349
Data\images/75f5eb769abf4c53946263169042f6d0.png,416,416,OTHPAR,46,344,63,362
Data\images/75f5eb769abf4c53946263169042f6d0.png,416,416,ANOM,105,98,122,112
Data\images/76161013292146539a3e69c74f94e6a5.png,416,416,POL,110,360,168,411
Data\images/76161013292146539a3e69c74f94e6a5.png,416,416,OTHPAR,320,374,335,391
Data\images/76161013292146539a3e69c74f94e6a5.png,416,416,ANOM,255,147,284,164
Data\images/76161013292146539a3e69c74f94e6a5.png,416,416,ANOM,202,252,238,272
Data\images/76161013292146539a3e69c74f94e6a5.png,416,416,MOL,296,166,313,189
Data\images/76161013292146539a3e69c74f94e6a5.png,416,416,OTHPAR,313,177,327,189
Data\images/76161013292146539a3e69c74f94e6a5.png,416,416,OTHPAR,308,256,321,269
Data\images/76161013292146539a3e69c74f94e6a5.png,416,416,ANOM,54,96,82,125
Data\images/76161013292146539a3e69c74f94e6a5.png,416,416,ANOM,373,43,398,63
Data\images/76161013292146539a3e69c74f94e6a5.png,416,416,ANOM,179,11,189,21
Data\images/76161013292146539a3e69c74f94e6a5.png,416,416,ANOM,381,174,391,183
Data\images/76274acae4ad4cd9859aeeff2da22ce1.png,416,416,ANOM,146,214,163,232
Data\images/76274acae4ad4cd9859aeeff2da22ce1.png,416,416,ANOM,177,37,200,60
Data\images/76274acae4ad4cd9859aeeff2da22ce1.png,416,416,OTHPAR,105,167,123,189
Data\images/76274acae4ad4cd9859aeeff2da22ce1.png,416,416,OTHPAR,254,210,264,224
Data\images/76274acae4ad4cd9859aeeff2da22ce1.png,416,416,ANOM,122,295,131,306
Data\images/76274acae4ad4cd9859aeeff2da22ce1.png,416,416,ANOM,129,23,137,32
Data\images/767d3f6c50c143e1a298084cf13fec66.png,416,416,ANOM,129,280,150,297
Data\images/767d3f6c50c143e1a298084cf13fec66.png,416,416,MOL,271,183,293,200
Data\images/767d3f6c50c143e1a298084cf13fec66.png,416,416,MOL,194,370,212,389
Data\images/767d3f6c50c143e1a298084cf13fec66.png,416,416,OTHPAR,227,236,246,260
Data\images/767d3f6c50c143e1a298084cf13fec66.png,416,416,OTHPAR,141,65,157,88
Data\images/767d3f6c50c143e1a298084cf13fec66.png,416,416,MOL,61,307,75,322
Data\images/767d3f6c50c143e1a298084cf13fec66.png,416,416,OTHPAR,222,301,287,355
Data\images/767d3f6c50c143e1a298084cf13fec66.png,416,416,MOL,120,137,146,159
Data\images/767d3f6c50c143e1a298084cf13fec66.png,416,416,ANOM,69,330,79,415
Data\images/767d3f6c50c143e1a298084cf13fec66.png,416,416,OTHPAR,15,154,29,170
Data\images/767d3f6c50c143e1a298084cf13fec66.png,416,416,MOL,276,242,289,257
Data\images/767d3f6c50c143e1a298084cf13fec66.png,416,416,MOL,300,384,317,401
Data\images/767d3f6c50c143e1a298084cf13fec66.png,416,416,ANOM,183,177,197,190
Data\images/767d3f6c50c143e1a298084cf13fec66.png,416,416,MOL,104,106,120,120
Data\images/767d3f6c50c143e1a298084cf13fec66.png,416,416,OTHPAR,174,114,196,144
Data\images/767d3f6c50c143e1a298084cf13fec66.png,416,416,OTHPAR,56,54,67,67
Data\images/767d3f6c50c143e1a298084cf13fec66.png,416,416,MOL,269,377,283,391
Data\images/767d3f6c50c143e1a298084cf13fec66.png,416,416,ANOM,71,77,80,292
Data\images/767d3f6c50c143e1a298084cf13fec66.png,416,416,ANOM,72,1,82,44
Data\images/767d3f6c50c143e1a298084cf13fec66.png,416,416,ANOM,148,333,157,342
Data\images/767d3f6c50c143e1a298084cf13fec66.png,416,416,ANOM,143,358,152,368
Data\images/767d3f6c50c143e1a298084cf13fec66.png,416,416,OTHPAR,165,127,176,138
Data\images/767d3f6c50c143e1a298084cf13fec66.png,416,416,OTHPAR,270,294,286,307
Data\images/767d3f6c50c143e1a298084cf13fec66.png,416,416,ANOM,290,277,300,288
Data\images/767d3f6c50c143e1a298084cf13fec66.png,416,416,ANOM,266,344,286,363
Data\images/7692de4a7e944cf7b7c2ab1f2805699f.png,416,416,OTHPAR,30,260,133,365
Data\images/7692de4a7e944cf7b7c2ab1f2805699f.png,416,416,ANOM,169,39,182,50
Data\images/7692de4a7e944cf7b7c2ab1f2805699f.png,416,416,ANOM,303,49,327,79
Data\images/7692de4a7e944cf7b7c2ab1f2805699f.png,416,416,ANOM,338,196,352,213
Data\images/7692de4a7e944cf7b7c2ab1f2805699f.png,416,416,ANOM,169,304,184,325
Data\images/7692de4a7e944cf7b7c2ab1f2805699f.png,416,416,OTHPAR,28,247,43,260
Data\images/7692de4a7e944cf7b7c2ab1f2805699f.png,416,416,OTHPAR,69,346,83,359
Data\images/771d574401d74541879cad792c9ee38d.png,416,416,MOL,170,170,193,190
Data\images/771d574401d74541879cad792c9ee38d.png,416,416,OTHPAR,244,311,257,329
Data\images/771d574401d74541879cad792c9ee38d.png,416,416,OTHPAR,74,93,86,106
Data\images/771d574401d74541879cad792c9ee38d.png,416,416,OTHPAR,345,197,364,218
Data\images/771d574401d74541879cad792c9ee38d.png,416,416,ANOM,148,86,169,108
Data\images/771d574401d74541879cad792c9ee38d.png,416,416,OTHPAR,106,119,119,133
Data\images/771d574401d74541879cad792c9ee38d.png,416,416,OTHPAR,51,108,80,132
Data\images/771d574401d74541879cad792c9ee38d.png,416,416,OTHPAR,225,346,274,384
Data\images/771d574401d74541879cad792c9ee38d.png,416,416,ANOM,18,333,34,348
Data\images/771d574401d74541879cad792c9ee38d.png,416,416,OTHPAR,190,152,215,182
Data\images/771d574401d74541879cad792c9ee38d.png,416,416,MOL,76,60,97,82
Data\images/771d574401d74541879cad792c9ee38d.png,416,416,OTHPAR,182,231,211,269
Data\images/771d574401d74541879cad792c9ee38d.png,416,416,OTHPAR,42,85,57,102
Data\images/771d574401d74541879cad792c9ee38d.png,416,416,ANOM,39,147,70,168
Data\images/771d574401d74541879cad792c9ee38d.png,416,416,ANOM,195,109,201,118
Data\images/771d574401d74541879cad792c9ee38d.png,416,416,ANOM,252,171,261,181
Data\images/771d574401d74541879cad792c9ee38d.png,416,416,ANOM,139,283,161,295
Data\images/78443831ee1344679699f29cbde28e40.png,416,416,OTHPAR,98,207,114,227
Data\images/78443831ee1344679699f29cbde28e40.png,416,416,MOL,131,197,158,221
Data\images/78443831ee1344679699f29cbde28e40.png,416,416,ANOM,67,164,103,187
Data\images/78443831ee1344679699f29cbde28e40.png,416,416,OTHPAR,380,228,405,251
Data\images/78443831ee1344679699f29cbde28e40.png,416,416,OTHPAR,39,99,57,114
Data\images/78443831ee1344679699f29cbde28e40.png,416,416,ANOM,1,307,27,349
Data\images/78443831ee1344679699f29cbde28e40.png,416,416,ANOM,217,226,256,268
Data\images/78443831ee1344679699f29cbde28e40.png,416,416,ANOM,27,303,58,346
Data\images/78443831ee1344679699f29cbde28e40.png,416,416,ANOM,325,320,343,332
Data\images/78443831ee1344679699f29cbde28e40.png,416,416,ANOM,391,264,401,275
